song_id,action,adventure,advertising,background,ballad,calm,children,christmas,commercial,cool,corporate,dark,deep,documentary,drama,dramatic,dream,emotional,energetic,epic,fast,film,fun,funny,game,groovy,happy,heavy,holiday,hopeful,inspiring,love,meditative,melancholic,melodic,motivational,movie,nature,party,positive,powerful,relaxing,retro,romantic,sad,sexy,slow,soft,soundscape,space,sport,summer,trailer,travel,upbeat,uplifting
2,0.02648063656007755,0.008495840417054633,0.33605933863250187,0.22571246247619822,0.07216102051059511,0.03539101313286656,0.040767289125637096,0.004870720011979172,0.29591429348861603,0.04619016159348796,0.15122391204041957,0.1889466688134292,0.15072250189793357,0.10322864600214457,0.15334039292302853,0.03122241482755314,0.02108872430064038,0.08875680496889775,0.008643602567187762,0.022667585369311277,0.04594935235615711,0.06383459611102439,0.003936708019467261,0.012341056505027082,0.028936967467113738,0.047489819137383885,0.004150026853108676,0.28337104206813973,0.02168333382310925,0.017779324987028982,0.010938663947408599,0.008652546906088647,0.06627846638225235,0.4287835542593564,0.03569949353689413,0.013719669721259601,0.025057639209684193,0.03929206212108359,0.011975604467469918,0.01186203199358113,0.03150319503143498,0.010430662157895256,0.1268249458415911,0.013607930165976114,0.49440152212429167,0.006323464254400967,0.5753522925551232,0.03492102927899738,0.06718288037020749,0.0421982217480668,0.029298108166516006,0.012727136419660631,0.4122741703216694,0.008758646365737185,0.022567800201247202,0.029298108166516006
3,0.04286130399241153,0.013967283504098024,0.4697237322928692,0.3377701868653406,0.10979177700368556,0.045440530974496546,0.0662376396203865,0.007975052448131658,0.4336947112466048,0.06961167250873898,0.23665125145124677,0.29195782687919386,0.23204142192236912,0.15836483296471354,0.23108965824729263,0.048747163142751515,0.033480483827708865,0.14046566833464103,0.014205691459624201,0.03656973633752789,0.0693282902774273,0.10033662244007001,0.006470658972372496,0.020131134816063323,0.04702302053253362,0.076440889096996,0.006803294539990394,0.41931568795006563,0.035105521368900876,0.028679626106117916,0.017957581082746626,0.014079738317289566,0.0945002176617151,0.5930076524059792,0.057769887925420114,0.022457139622797984,0.03985210097463647,0.061434962811316225,0.019667982146640586,0.019387306179928506,0.05140816031162423,0.016433178468920822,0.19707267200038542,0.02208408907129586,0.39157488003037133,0.010387098950262238,0.6875093115461675,0.05119651596520785,0.10405184487667254,0.06438819355156995,0.047171793788256124,0.02080030461497772,0.5214664023128128,0.014306475457920768,0.036534156181810766,0.047171793788256124
4,0.640598822417796,0.25905320529483383,0.15591826143620116,0.25085456656381483,0.2380440099177874,0.03559949544916412,0.6299416823000236,0.1259707553405076,0.2565031219195232,0.17356457769846004,0.49818837569687613,0.3529856088176117,0.3301374941866548,0.29543242627912697,0.40270561363338286,0.45868656422728066,0.22482151360911745,0.7009978642390603,0.24609137145246812,0.3232360493145836,0.3719801924901337,0.3544624842522826,0.11539845428385864,0.2616223109432655,0.4703788118759027,0.4999400949411004,0.11207396972111244,0.22486497645818534,0.3399033655625582,0.26918064586121193,0.2921060890680943,0.1815420340343695,0.1190933657190704,0.16767113071504833,0.4826352000564108,0.40481551148097766,0.26059262490692997,0.25829729095005777,0.3388828562180841,0.2670834450664249,0.6349888681390713,0.11810847955678483,0.36385889030418617,0.24966680229083632,0.03187176421707141,0.20754099002395965,0.08500018134845835,0.1098355424528804,0.29023636176686096,0.19210150056319822,0.3696232350741151,0.2836750807477156,0.10096787887305568,0.20120088937609754,0.3494747693079276,0.3696232350741151
5,0.2762683498836706,0.07971581120384355,0.2242864501510615,0.2948800870515937,0.14193195491423483,0.02421063218354239,0.2445162655436823,0.03544342552518662,0.5711144234379396,0.08971956013824874,0.6413232203710024,0.39945954174010545,0.2976064970501553,0.20739870912841082,0.918785167279045,0.36415608622853873,0.08065867350149407,0.6590732245930805,0.07327282166574596,0.11098153566168613,0.47642761354218927,0.18682851395237668,0.03263904977501336,0.07901140799625021,0.16588238899743787,0.21510988573569018,0.03139207977732738,0.3107129783578434,0.1141614459451248,0.08833396976703678,0.08796151603496216,0.053168105484204795,0.07777656277805475,0.41393028538179405,0.1834722680144472,0.13940928179906661,0.09647023397167771,0.11464063240960644,0.10556473154816005,0.08013458117353268,0.2255038035494283,0.03882366533045654,0.29128851752351115,0.07720708914645229,0.10169002657189619,0.06636402143509107,0.15990839649295333,0.05616744272050849,0.16182387412138666,0.09350745794172695,0.13577047091722752,0.0857847800144586,0.15882935100258094,0.05868465836435889,0.11835368898998543,0.13577047091722752
7,0.8560077341369627,0.3358235109653751,0.06823794214410314,0.11132802519292104,0.10939165915002992,0.015474103305917095,0.38785934862140453,0.13595421346305778,0.13884773716128768,0.0829527128735047,0.26288149643332615,0.1633794032761575,0.1481401426193861,0.13293152505661648,0.25888166192609857,0.6823657559742428,0.13783717199009282,0.43455579144016426,0.28486206212638226,0.21443998349543986,0.45200735861912367,0.17250497263998155,0.14202427839927342,0.2260478604293685,0.31575747380722696,0.2746368424983424,0.12679407049528607,0.10108558914023365,0.2350127636069491,0.18839140839344762,0.31013255784785126,0.1613169514032175,0.05254175546857197,0.08911695756284328,0.29382990018481137,0.5535687520593527,0.1556044416532971,0.13423862862958663,0.3903853713416119,0.24143063527999728,0.4665779958639556,0.07922940349898198,0.16508106656931687,0.19649201050506604,0.017897735638825275,0.31720792978211837,0.03798152272924265,0.05249151179801026,0.1371689256678974,0.09442981580171665,0.22761261898421245,0.2528428791894975,0.043694457967865474,0.18962586581477558,0.239142425170686,0.22761261898421245
8,0.08409197379860084,0.02240489946715678,0.20995454757909632,0.20535727873149878,0.06764975413844426,0.015710324550914485,0.08036750876936584,0.010075692287853141,0.5448538073903728,0.04084162675484197,0.3086541404830934,0.23639691845571414,0.164216305932239,0.10403995172776687,0.45643607865968294,0.13053498191487947,0.028077391242036672,0.24274000025556458,0.020722536912705338,0.036327382056865025,0.20966984882720285,0.07778238958595747,0.00909325544946858,0.023591535266442528,0.05326164183349183,0.07664638639508915,0.008848535668387756,0.2481920940096549,0.03660942041368233,0.028400639861408356,0.02520919210619717,0.015806347985384144,0.043451897936586145,0.5944601346895182,0.06150660993174207,0.040039131045850745,0.03388803784751427,0.045243905238958486,0.030113267154978425,0.023648478415900155,0.07001354345035696,0.013174707532978381,0.14758760583296554,0.023744817026840805,0.30617578694087555,0.018571476341693118,0.22394034708610164,0.0266131704894432,0.07182222043349787,0.04045730974155352,0.04589492341173811,0.02539840828788705,0.18045412511270134,0.017161954697529812,0.0380860768969032,0.04589492341173811
10,0.15255794027532293,0.044470241666820495,0.33553562511607415,0.37362687640575576,0.14131851852269436,0.02992176095424467,0.1675683932165663,0.021294155297644307,0.8552500650759254,0.08681195510402578,0.5777359095517118,0.4487456654558724,0.3229481697881133,0.21266192349979593,0.7202179040840929,0.19543693528323597,0.06178643941451572,0.4380297229166843,0.0423017245171462,0.07896861440762411,0.27398692387048934,0.16543060030059606,0.01874401888310379,0.0504764398777641,0.11337245277461393,0.16329262462987457,0.01858132919337137,0.42563880703755946,0.0792162781234972,0.06196574961271994,0.05194419334814328,0.03411085133620165,0.08737684450697737,0.6966099655205918,0.13138439295608037,0.07640443025877564,0.07430983052032578,0.09817208556042192,0.06055966545552132,0.0502454900150938,0.14346045879773375,0.029258013940448746,0.2969973755113342,0.05144400081978692,0.19025493973443758,0.03550636014640588,0.28127625146826835,0.05622909804276402,0.15185665503346885,0.08685493019533976,0.09947302311711344,0.05393100754715365,0.25985394942225415,0.03662160688923184,0.08236419244913348,0.09947302311711344
12,0.693156775682354,0.24246547985536798,0.12849594089262523,0.20366700544310268,0.17391525850670894,0.025293266214124005,0.4938006101129487,0.10713656962251433,0.24874363269030367,0.1244441906650162,0.4565662173521548,0.29337442169732464,0.26000263045500166,0.22195538447370777,0.42543396669136707,0.5962869419239962,0.16603441538251829,0.7002609033081858,0.21982676414121827,0.2461353327016711,0.4866129310116563,0.2620791773475679,0.10266564964075582,0.2120916333924025,0.36718960933603884,0.3778057654935172,0.09662896204087779,0.1877258211906943,0.262055102771545,0.20596204735475823,0.2551432910571154,0.14641596576344698,0.0857715608130408,0.16239137357700087,0.36925807065045346,0.4010771472277814,0.19250486215200188,0.18759459323087624,0.30810248197242274,0.21982676414121827,0.5237696909360928,0.08747439188573618,0.28302704822739166,0.19649201050506615,0.032270358064901146,0.20591084376422064,0.072958463054967,0.07792707390673814,0.2129612949865842,0.13797776082448657,0.27886115306759474,0.23311567341996353,0.08339989500920031,0.16588238899743787,0.26913058162488057,0.27886115306759474
13,0.05558898909449871,0.01604207258268786,0.31974244692598563,0.2649611303049387,0.08175370003345471,0.025133418540760427,0.06826949486292193,0.008075064569706992,0.5353389580755782,0.049949359756419086,0.2707899376032403,0.2642835372383682,0.19204342018673382,0.12353661107273342,0.32668804950973396,0.07436151260785599,0.028234187693847054,0.17867597476306346,0.015559954190504368,0.03360077287989152,0.11389126939810502,0.08364512292637616,0.0068947880853639084,0.01986830021773056,0.046387700611960854,0.0719033045591245,0.006977760366773541,0.3308784728761035,0.0330177089307782,0.026188360536118123,0.01935931925678173,0.013533457433435812,0.06057152552855356,0.7292120914351546,0.05554340251666265,0.027395279818991713,0.03395374719086146,0.04920485680547889,0.0221759093406497,0.01950810402567973,0.05574433673973351,0.013406729415572602,0.16634539298784481,0.020913412463836142,0.4585262049217788,0.012555764038579187,0.4058064178342431,0.03439807779974644,0.08190172761149406,0.047710018798733746,0.0431345921910104,0.02096374433699405,0.3112406502211265,0.014214688573576021,0.03438345784669851,0.0431345921910104
17,0.33283256659289884,0.09292592352008777,0.11857737414059984,0.16347555286888865,0.08790009285464863,0.013453717703716063,0.20662503272320595,0.03700188974250539,0.3369262395450565,0.05693804120994774,0.4099188702523131,0.23270439249389946,0.17518100772079886,0.12577858004810838,0.594460134689518,0.5497404566262165,0.062100228149810914,0.5445513180209097,0.08049891335908248,0.09155358664588711,0.7640128945215908,0.12497048957996415,0.036582357313904634,0.07467589186269244,0.1419396454609047,0.16354073022885143,0.033571157568088074,0.1693397142063763,0.09678493831019237,0.07438131793701938,0.09291419419614466,0.05034804492910399,0.045097425063310034,0.24198748194897135,0.1486163560514328,0.16805716302336005,0.07361062944389676,0.07939430506864935,0.11670257761727536,0.0776427007338743,0.2100071666902338,0.030798781841492123,0.17695294152946153,0.0692167547511224,0.0643150043286774,0.0842428996072584,0.08332345144116152,0.03504047054576162,0.10405184487667259,0.061042360490584376,0.10810263961324161,0.08271135895441116,0.08216254542689536,0.057558906577405325,0.0999310002186714,0.10810263961324161
