song_id,action,adventure,advertising,background,ballad,calm,children,christmas,commercial,cool,corporate,dark,deep,documentary,drama,dramatic,dream,emotional,energetic,epic,fast,film,fun,funny,game,groovy,happy,heavy,holiday,hopeful,inspiring,love,meditative,melancholic,melodic,motivational,movie,nature,party,positive,powerful,relaxing,retro,romantic,sad,sexy,slow,soft,soundscape,space,sport,summer,trailer,travel,upbeat,uplifting
2,0.02659610249379207,0.00833640482965904,0.3124250765045158,0.2128539893281243,0.0666645730379535,0.031207585780093756,0.039483265767733054,0.004675874229634192,0.30057716378100213,0.04232116645324685,0.15033406665113988,0.18165311361626582,0.14247937664886512,0.09631645359664393,0.15780747465859077,0.032297792844878034,0.019737803856498218,0.08933953076313696,0.008414680930273434,0.021506486561277165,0.0482705914585053,0.059952826077147435,0.003809820800619488,0.011821134521769439,0.02779011819459983,0.04536799701435779,0.003991360149166474,0.2686993433119596,0.020645344971863603,0.016838603671109773,0.010626267367978033,0.008246028148731151,0.05983171581855044,0.43910827474794284,0.034175021631281985,0.013613355578817248,0.023504336401665632,0.0365773984306427,0.011722687163200837,0.011396633776656678,0.030727773779123075,0.009692631602416475,0.12001940471577963,0.012952193152099993,0.5454395860675512,0.006255962577282159,0.5293491453447908,0.03164305282217544,0.06256411617484281,0.03883385841723766,0.027803302480639704,0.012233135396267261,0.37646371184046407,0.00839195536840632,0.021492611946098552,0.027803302480639704
3,0.043280937343475906,0.013399538343010076,0.3948514014767324,0.29402237211319576,0.09203270429358418,0.0349444512311057,0.06163116478283192,0.007300095876684133,0.45121283353833874,0.057458139718130505,0.23335988502773675,0.2658746887990505,0.20365860304368288,0.13535585644162948,0.24732657618125953,0.052587097365564744,0.028953187328454838,0.14261086991028818,0.013395146067051944,0.03255771310491122,0.07745115397003344,0.08714033594516746,0.006027864419210433,0.018317307134585337,0.04296848789845176,0.06896838385301983,0.006253258481990691,0.36856988768102744,0.03149719671166844,0.02544800342823574,0.016850513103660716,0.012678174601274812,0.07566978807959175,0.6336333337884351,0.052395438952094836,0.0220743739709632,0.03461114225546539,0.05243567784529968,0.018764949511665522,0.017757473167654914,0.04861397909880702,0.014019721870443312,0.17354100899910127,0.01981708474127321,0.4629356088884651,0.010146635299897873,0.5664609405000173,0.041366736071289406,0.08872227428486659,0.05364149791180374,0.04199216009407332,0.0190678754141833,0.42420843547129405,0.013031612851308666,0.03279341333769446,0.04199216009407332
4,0.6635927843923467,0.23602908822549445,0.14040501487127657,0.22225438634951383,0.1893105112875796,0.027769553135666942,0.5167729390998463,0.10660865110560679,0.2641312753210887,0.1349812727246883,0.48755573193403673,0.31848341166508237,0.28345882584539267,0.2420303926673915,0.44155188688023606,0.5580873705464475,0.17510600232619586,0.7342743522472163,0.21658676057929535,0.2569061054706592,0.4648250728812824,0.28310119063132616,0.1007851295033427,0.21541866749018815,0.3816968183693375,0.4016807318734859,0.09570908323108195,0.20444632833117446,0.27220331148854143,0.21393948355388523,0.25341515686635385,0.14852094847311745,0.09390322529301309,0.17278577329092903,0.3880349716744642,0.3871143939542182,0.20348646059741302,0.20137447188676905,0.3031142529699139,0.22218314372039782,0.5367644833326887,0.091552148413993,0.3081637037007873,0.20161866726503874,0.034075724279227136,0.1972172062221653,0.07944577758197915,0.0846042126075634,0.2309641804023991,0.14916313034948842,0.29323230094976915,0.2358842534199887,0.09123788026050891,0.16715510279064213,0.2798195256499118,0.29323230094976915
5,0.2552764856569181,0.10705363630752437,0.42615164257743465,0.6322568223009466,0.42692287044913324,0.08145496692145256,0.44029999594832275,0.06354565619078363,0.4663826425632313,0.28293946246325025,0.743378744407608,0.8121903354159948,0.7460645128358586,0.5846420369220473,0.4670594908305453,0.20060733211003923,0.21238987598577827,0.5620371666245642,0.11081897234698622,0.25308872905812324,0.20383515526039944,0.5097419044278325,0.05211975711328098,0.15299953109291814,0.3288659354778611,0.4802168865525227,0.0545723607130254,0.5729224670337995,0.2483924491917911,0.20225384912313343,0.1386637135822437,0.10776215274171506,0.25085456656381483,0.3406875078798118,0.38737705270339545,0.15857899653210825,0.25129005021198103,0.327702748055157,0.14876098772724283,0.1485945413229419,0.35362818114318467,0.10509167565911819,0.7550813375962908,0.1633794032761575,0.06932124973629265,0.07816233748006958,0.23998293261798953,0.1855822140735952,0.4681914939459898,0.2886270804895923,0.3149727246547773,0.1587607482742769,0.29043933640183683,0.11104627867079009,0.25749763945297294,0.3149727246547773
7,0.7277155455348374,0.48239556012685825,0.08822832576509257,0.14869001264059392,0.19930110809901996,0.030766712244420652,0.6587002245712257,0.2442334184368609,0.12971332353695633,0.16529192584251726,0.2748754993041585,0.2067622793045834,0.21266638737751745,0.21857827095240753,0.2115589375163944,0.3763696378807416,0.29299802640591777,0.4031729016174808,0.460163617437569,0.43700932852070445,0.25085456656381483,0.30855442501898744,0.2306484064263182,0.4412792122956323,0.6008225525099853,0.48825688370350506,0.22111837257204703,0.12689334824228857,0.47426672843363066,0.3907849194340791,0.528151873289242,0.31968578905940237,0.09939455920949072,0.08291221337527564,0.5486945938429136,0.6751291967087502,0.3245902226884551,0.26873055843222,0.6078256624008564,0.460163617437569,0.8052264563274648,0.17543362226951673,0.2448268512132048,0.39945954174010545,0.015061541376014946,0.38668819172017715,0.04497658728119495,0.10885633488650423,0.2489669783349081,0.1900258515703858,0.4524197759333747,0.482587254621721,0.05629392804686134,0.3616323541427516,0.4810575929094547,0.4524197759333747
8,0.07670588418273865,0.032858095512574854,0.9350913872253624,0.7399363870098763,0.3411879739702536,0.13954701090596583,0.15878162310812632,0.022500827544251624,0.3923674575500494,0.23155225415692426,0.3521285668521327,0.5646305634131233,0.5583842542590317,0.4477374516896885,0.24113155642348388,0.063960624012441,0.10645269142906243,0.21005980431981278,0.03560865115130545,0.10669288852835093,0.07407180871756039,0.2898240651497416,0.01730470520048387,0.05635266503854116,0.12394435963185921,0.2017512851576033,0.019004956885139354,0.7785103054519756,0.10020063754883683,0.08556304618234227,0.045408668977943066,0.04123519859114273,0.3072930267646659,0.3924233718738358,0.15375078397578507,0.046999000392488326,0.12422076036332913,0.1944330340191771,0.04658081657120084,0.05317313679013161,0.11860158977144016,0.05525502484286753,0.4878164082942303,0.06438453157839054,0.12412639235451181,0.023031432872790927,0.5955303420430299,0.17645253847537948,0.31398610902165175,0.21282270617325955,0.13552920978152555,0.056726207330179905,0.7540966391381303,0.04038333051316693,0.10389906845164891,0.13552920978152555
10,0.14528590408556916,0.0539222278395962,0.6415264171893152,0.7640128945215908,0.31462489911680636,0.0785080999469663,0.24138787714178536,0.03157378062322974,0.6503593959044567,0.2003484189254081,0.6344514551417961,0.807187873505225,0.6430701322052701,0.4511136903570877,0.46766261383206725,0.13417679004034253,0.11961437084090908,0.40130911751137527,0.0555069671840868,0.13631298306297157,0.15837374860976966,0.3268219472577319,0.025691624589648056,0.07813771507054919,0.17589919176121246,0.27271299242078545,0.02700417745228617,0.8223905051809531,0.13214562041009786,0.10773369418690104,0.06992500039286251,0.05480918187338639,0.21610658223975937,0.5502546226889814,0.2121983988243526,0.08296284173199447,0.1422194484102779,0.20312185579527336,0.07560907111014725,0.0754956754186314,0.18981238056764738,0.05850916704771134,0.5781009947499922,0.08473420220738093,0.13203385461443656,0.039539312946151414,0.4242084354712942,0.13664378026540952,0.3203829361057904,0.1948392620026453,0.17312087662635064,0.08084700524285424,0.470455090696304,0.05602826197295157,0.13729143933842428,0.17312087662635064
12,0.6554903805539083,0.27971353558760287,0.14985593545564643,0.2431229199257371,0.2442334184368607,0.036610774218741225,0.6662672032445677,0.1381556212330762,0.23835335552900228,0.18098090399431033,0.4708368193297452,0.34068750787981167,0.3249301251613922,0.29774453415822205,0.37248325023244294,0.4423032510053356,0.2419177753292646,0.6578320251493082,0.2673311174116154,0.3483536270190576,0.34897372678658467,0.36575765968816826,0.12622467358928072,0.28516166197901865,0.5041884261718587,0.5238443209323118,0.12290609835037605,0.21576451626771276,0.3669185571481292,0.29162640851254695,0.3172079297821183,0.19870316958168402,0.12206364523305369,0.15540729012473659,0.5130908666780161,0.42982325710297636,0.2793099920960303,0.272133339807103,0.36576764239009407,0.2910846578739304,0.6787376989395558,0.1284667672925201,0.3609080105610714,0.2718727688600996,0.029237821003564615,0.22268252224151047,0.08058179141735355,0.11502550431640526,0.29881575746255307,0.20122154300684614,0.3953490236994774,0.3088998017154909,0.09680349192374524,0.22002801983110165,0.3768927507861353,0.3953490236994774
13,0.05333734160296151,0.01909800265312629,0.6717034076194281,0.4808352582502595,0.1719053573967846,0.07322857783796372,0.09274872263003348,0.011684056481886319,0.45064681565917897,0.11151575837429968,0.2876927321075629,0.3958023024919749,0.33564898904525836,0.24042868508094697,0.24371247412602945,0.05391198712144266,0.051962344697325934,0.16741444799815014,0.019914531076550068,0.054835326121754506,0.07116941397998847,0.15202805235664113,0.009269951517887547,0.02954633062033841,0.06794597821671995,0.1112927555089253,0.009921117401291408,0.5778955731594306,0.052161834937192696,0.04329705082354105,0.0253007177851305,0.02099753281514166,0.15246474764058998,0.551492643730815,0.08401471124950977,0.029456398282141444,0.061441001254456305,0.09584633644243302,0.027030887057212044,0.028217477251693573,0.07066931305607531,0.026006761294511082,0.2864264740644504,0.03296532362858536,0.25527648565691813,0.013852022233275647,0.8462294777359073,0.08344580455757501,0.16060603246161578,0.10258554957937817,0.07049641723310666,0.030221338888020744,0.7260643340523416,0.021022688627882598,0.054227644179153094,0.07049641723310666
17,0.28614544696016164,0.1650307663389571,0.2959214944429237,0.46363325866184607,0.5924288677178563,0.10717011976911059,0.6293868826431306,0.11413074516835493,0.26243465213012374,0.4384605938355674,0.4804862544533968,0.5494324278146516,0.6413232203710022,0.6876489032579547,0.28611805160730647,0.17540628850602008,0.38609932548877096,0.43508714889998945,0.1799294544621006,0.4435238072155718,0.15178929157704224,0.7806329805685156,0.09042362385821212,0.26760394536339926,0.5288733983604386,0.7554106016513421,0.09756038353211338,0.3855445126950391,0.430501376977598,0.3631471919914563,0.22498576915588706,0.19620855455594624,0.33049488829164597,0.18624844110081437,0.6216333836983479,0.21596510233810948,0.4488579343884699,0.5510999872441101,0.22749963948636803,0.25639231655116757,0.4958089679371969,0.20080491272247072,0.7244659707748108,0.292664844832861,0.03580466785997881,0.11588450254430045,0.15087547211230895,0.2915348386753046,0.6851138921440311,0.4641242199403842,0.5393614893861371,0.272133339807103,0.1996602583214309,0.19728952866765792,0.44436375432741126,0.5393614893861371
